make,fuel_type,aspiration,num_of_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,lnprice
chevrolet,gas,std,four,sedan,fwd,front,-0.708595876,-1.239056558,-1.078431005,-0.707626346,-1.244811368,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.118126031,-0.472913008,-0.136923259,-0.856480281,0.567800935,1.958345587,1.783034445,-1.076731206
dodge,gas,std,two,hatchback,fwd,front,-0.841772273,-1.360936822,-0.984971544,-1.199922955,-1.308345152,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.337786631,-0.090100899,-0.184874715,-0.907006456,0.777340434,1.805116257,1.491897797,-1.403774728
dodge,gas,std,two,hatchback,fwd,front,-0.841772273,-1.360936822,-0.984971544,-1.199922955,-1.308345152,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,0.885740275,1.055192826,-1.137146361
dodge,gas,turbo,two,hatchback,fwd,front,-0.841772273,-1.360936822,-0.984971544,-1.199922955,-0.823178076,ohc,cuatro-o-menos,-0.719302306,mpfi,-1.118126031,0.420315247,-0.641675428,-0.048061483,0.777340434,-0.186865037,-0.109353765,-0.699783783
dodge,gas,std,four,hatchback,fwd,front,-0.841772273,-1.360936822,-0.984971544,-1.28197239,-1.13314593,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,0.885740275,1.055192826,-1.183543165
dodge,gas,std,four,sedan,fwd,front,-0.841772273,-1.360936822,-0.984971544,-1.28197239,-1.090790074,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,0.885740275,1.055192826,-1.041880781
dodge,gas,std,four,sedan,fwd,front,-0.841772273,-1.360936822,-0.984971544,-1.28197239,-1.090790074,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,0.885740275,1.055192826,-0.788144307
dodge,gas,turbo,four,sedan,fwd,front,-0.841772273,-1.360936822,-0.984971544,-1.28197239,-0.701886307,ohc,cuatro-o-menos,-0.719302306,mpfi,-1.118126031,0.420315247,-0.641675428,-0.048061483,0.777340434,-0.186865037,-0.109353765,-0.555913394
dodge,gas,std,four,wagon,fwd,front,0.756344487,0.044748884,-0.611133698,2.492301615,-0.039594742,ohc,cuatro-o-menos,-0.112067003,2bbl,0.01678707,0.643622311,-0.414536952,-0.401744707,-0.270357061,-0.186865037,-0.109353765,-0.473833613
dodge,gas,turbo,two,hatchback,fwd,front,-0.475537182,-0.069006029,0.183271724,-1.44607126,0.491778722,ohc,cuatro-o-menos,0.74818301,mfi,0.968649671,2.047266712,-0.793101079,1.038251276,-0.270357061,-0.953011688,-0.982763709,0.264675903
honda,gas,std,two,hatchback,fwd,front,-2.023712793,-2.392856386,-0.938241813,-1.199922955,-1.622163539,ohc,cuatro-o-menos,-0.871111132,1bbl,-1.557447231,0.484117265,-0.136923259,-1.15963733,-0.689436059,3.64386822,3.384286008,-1.105792782
honda,gas,std,two,hatchback,fwd,front,-2.023712793,-2.392856386,-0.938241813,-1.199922955,-1.418085324,ohc,cuatro-o-menos,-0.871111132,1bbl,-1.557447231,0.484117265,-0.237873693,-0.704901757,1.825037928,0.885740275,1.055192826,-0.994330933
honda,gas,std,two,hatchback,fwd,front,-0.841772273,-1.954087437,-0.891512082,-0.461478041,-1.383430533,ohc,cuatro-o-menos,-1.200030255,1bbl,-1.557447231,-0.600517045,-0.010735217,-1.109111155,0.777340434,1.958345587,1.637466121,-1.466093601
honda,gas,std,two,hatchback,fwd,front,-0.841772273,-1.954087437,-0.891512082,-0.461478041,-1.185128117,ohc,cuatro-o-menos,-0.871111132,1bbl,-1.557447231,0.484117265,-0.237873693,-0.704901757,1.825037928,0.732510945,0.47291953,-1.090603218
honda,gas,std,two,hatchback,fwd,front,-0.841772273,-1.954087437,-0.891512082,-0.461478041,-1.154323858,ohc,cuatro-o-menos,-0.871111132,1bbl,-1.557447231,0.484117265,-0.237873693,-0.704901757,1.825037928,0.732510945,0.47291953,-0.916892165
honda,gas,std,four,sedan,fwd,front,-0.375654885,-0.865290417,-0.891512082,0.31799159,-1.050359485,ohc,cuatro-o-menos,-0.871111132,1bbl,-1.557447231,0.484117265,-0.237873693,-0.704901757,1.825037928,0.732510945,0.47291953,-0.871411663
honda,gas,std,four,wagon,fwd,front,-0.375654885,-1.377187523,-0.938241813,1.876930854,-1.023405758,ohc,cuatro-o-menos,-0.871111132,1bbl,-1.520837131,0.484117265,-0.237873693,-0.704901757,1.825037928,0.732510945,0.47291953,-0.871411663
honda,gas,std,two,hatchback,fwd,front,-0.375654885,-0.53215103,-0.330755314,-0.174305019,-0.615249329,ohc,cuatro-o-menos,-0.415684655,1bbl,-0.67880483,1.02643442,-0.28834891,-0.452270882,1.405958931,0.272822954,0.327351206,-0.715239656
honda,gas,std,two,hatchback,fwd,front,-0.375654885,-0.53215103,-0.330755314,-0.174305019,-0.513210222,ohc,cuatro-o-menos,-0.415684655,1bbl,-0.67880483,1.02643442,-0.28834891,-0.452270882,1.405958931,0.272822954,0.327351206,-0.435666608
honda,gas,std,four,sedan,fwd,front,-0.375654885,0.109751691,-0.330755314,0.153892721,-0.484331229,ohc,cuatro-o-menos,-0.415684655,1bbl,-0.67880483,1.02643442,-0.28834891,-0.452270882,1.405958931,0.272822954,0.327351206,-0.490738422
honda,gas,std,four,sedan,fwd,front,-0.375654885,0.109751691,-1.592458043,0.153892721,-0.353413129,ohc,cuatro-o-menos,-0.415684655,1bbl,-0.67880483,1.02643442,-0.28834891,-0.452270882,1.405958931,0.272822954,0.327351206,-0.190792697
honda,gas,std,four,sedan,fwd,front,-0.375654885,0.109751691,-0.330755314,0.153892721,-0.174363375,ohc,cuatro-o-menos,-0.415684655,mpfi,-0.67880483,1.02643442,-0.28834891,-0.073324571,1.405958931,-0.186865037,-0.400490413,0.26177798
honda,gas,std,two,sedan,fwd,front,-0.375654885,-0.402145416,0.043082532,-1.11787352,-0.505509157,ohc,cuatro-o-menos,-0.415684655,2bbl,-0.67880483,1.02643442,-0.263111301,-0.098587658,0.777340434,-0.033635707,0.036214559,-0.181219768
isuzu,gas,std,four,sedan,rwd,front,-0.741889976,-0.272139801,-1.919566159,-0.092255584,-0.420797445,ohc,cuatro-o-menos,-0.390383184,2bbl,-0.09304323,-0.090100899,-0.414536952,-0.654375582,-0.689436059,-0.186865037,-0.254922089,-1.014611084
isuzu,gas,std,two,sedan,fwd,front,-0.708595876,-1.474691734,-1.078431005,-0.707626346,-1.312195684,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.118126031,-0.472913008,-0.136923259,-0.856480281,0.567800935,1.958345587,1.783034445,-1.403774728
isuzu,gas,std,four,sedan,fwd,front,-0.708595876,-1.474691734,-1.078431005,-0.707626346,-1.244811368,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.118126031,-0.472913008,-0.136923259,-0.856480281,0.567800935,1.958345587,1.783034445,-1.403774728
isuzu,gas,std,two,hatchback,rwd,front,-0.458890133,-0.117758134,-0.330755314,-0.953774651,0.343533227,ohc,cuatro-o-menos,-0.187971416,spfi,0.346277971,-0.090100899,-0.237873693,-0.351218533,-0.270357061,-0.186865037,-0.254922089,-0.051315406
jaguar,gas,std,four,sedan,rwd,front,2.371108296,2.076086608,1.725352839,-0.379428606,2.907987772,dohc,cinco-seis,3.328933048,mpfi,1.078479971,2.908593958,-0.515487386,1.821406986,-0.794205808,-1.565929009,-1.710605328,2.065349402
jaguar,gas,std,four,sedan,rwd,front,2.371108296,2.076086608,1.725352839,-0.379428606,2.907987772,dohc,cinco-seis,3.328933048,mpfi,1.078479971,2.908593958,-0.515487386,1.821406986,-0.794205808,-1.565929009,-1.710605328,2.257840765
jaguar,gas,std,two,sedan,rwd,front,0.539932842,1.434183887,2.192650146,-2.430664479,2.684656896,ohcv,ocho-doce,3.885565409,mpfi,0.748989071,-1.589448327,0.342591301,3.994032505,-0.270357061,-1.87238767,-2.001741976,2.282694537
mazda,gas,std,two,hatchback,fwd,front,-0.941654571,-1.214680505,-0.798052621,0.153892721,-1.281391426,ohc,cuatro-o-menos,-0.896412603,2bbl,-1.118126031,-0.345308972,-0.28834891,-0.907006456,-0.270357061,0.732510945,0.036214559,-1.542197618
mazda,gas,std,two,hatchback,fwd,front,-0.941654571,-1.214680505,-0.798052621,0.153892721,-1.262138764,ohc,cuatro-o-menos,-0.896412603,2bbl,-1.118126031,-0.345308972,-0.28834891,-0.907006456,-0.270357061,0.885740275,1.055192826,-1.226512034
mazda,gas,std,two,hatchback,fwd,front,-0.941654571,-1.214680505,-0.798052621,0.153892721,-1.252512433,ohc,cuatro-o-menos,-0.896412603,2bbl,-1.118126031,-0.345308972,-0.28834891,-0.907006456,-0.270357061,0.885740275,1.055192826,-1.011701144
mazda,gas,std,four,sedan,fwd,front,-0.941654571,-0.589028486,-0.798052621,0.153892721,-1.175501786,ohc,cuatro-o-menos,-0.896412603,2bbl,-1.118126031,-0.345308972,-0.28834891,-0.907006456,-0.270357061,0.885740275,1.055192826,-1.040995213
mazda,gas,std,four,sedan,fwd,front,-0.941654571,-0.589028486,-0.798052621,0.153892721,-1.165875455,ohc,cuatro-o-menos,-0.896412603,2bbl,-0.935075531,-0.345308972,-0.28834891,-0.907006456,-0.270357061,0.885740275,1.055192826,-0.844510652
mazda,gas,std,two,hatchback,rwd,front,-0.57541948,-0.410270767,-0.09710666,-1.692219565,-0.338011,rotor,cuatro-o-menos,-1.427743493,4bbl,1.041869871,0.452216256,-0.187398476,-0.073324571,1.825037928,-1.259470349,-1.128332032,-0.06982256
mazda,gas,std,two,hatchback,rwd,front,-0.57541948,-0.410270767,-0.09710666,-1.692219565,-0.338011,rotor,cuatro-o-menos,-1.427743493,4bbl,1.041869871,0.452216256,-0.187398476,-0.073324571,1.825037928,-1.259470349,-1.128332032,0.086315149
mazda,gas,std,two,hatchback,rwd,front,-0.57541948,-0.410270767,-0.09710666,-1.692219565,-0.328384669,rotor,cuatro-o-menos,-1.427743493,4bbl,1.041869871,0.452216256,-0.187398476,-0.073324571,1.825037928,-1.259470349,-1.128332032,0.365833174
mazda,gas,std,two,hatchback,rwd,front,-0.57541948,-0.410270767,-0.09710666,-1.692219565,-0.106979059,rotor,cuatro-o-menos,-1.174728784,mpfi,1.041869871,0.452216256,-0.187398476,0.785620402,1.825037928,-1.412699679,-1.128332032,0.636086258
mazda,gas,std,two,hatchback,fwd,front,0.007227256,0.304760112,0.276731186,-0.010206149,-0.328384669,ohc,cuatro-o-menos,-0.112067003,2bbl,0.19983757,0.420315247,-0.389299344,-0.502797057,-0.689436059,0.119593624,0.181782883,-0.490738422
mazda,gas,std,four,sedan,fwd,front,0.007227256,0.304760112,0.276731186,0.728238765,-0.280253014,ohc,cuatro-o-menos,-0.112067003,2bbl,0.19983757,0.420315247,-0.389299344,-0.502797057,-0.689436059,0.119593624,0.181782883,-0.570512472
mazda,gas,std,two,hatchback,fwd,front,0.007227256,0.304760112,0.276731186,-0.010206149,-0.328384669,ohc,cuatro-o-menos,-0.112067003,2bbl,0.19983757,0.420315247,-0.389299344,-0.502797057,-0.689436059,0.119593624,0.181782883,-0.134038711
mazda,gas,std,four,sedan,fwd,front,0.007227256,0.304760112,0.276731186,0.728238765,-0.280253014,ohc,cuatro-o-menos,-0.112067003,2bbl,0.19983757,0.420315247,-0.389299344,-0.502797057,-0.689436059,0.119593624,0.181782883,-0.200412233
mazda,diesel,std,four,sedan,fwd,front,0.007227256,0.304760112,0.276731186,0.728238765,-0.216719231,ohc,cuatro-o-menos,-0.112067003,idi,0.19983757,0.420315247,3.169203448,-1.008058806,-1.003745307,1.651886926,1.637466121,-0.097088615
mazda,gas,std,four,hatchback,fwd,front,0.007227256,0.304760112,0.276731186,0.728238765,-0.251374022,ohc,cuatro-o-menos,-0.112067003,2bbl,0.19983757,0.420315247,-0.389299344,-0.502797057,-0.689436059,0.119593624,0.181782883,-0.016393921
mazda,gas,std,four,sedan,rwd,front,1.02269728,0.077250287,0.089812263,0.276966873,0.220316191,ohc,cuatro-o-menos,0.343359474,mpfi,1.554411272,-0.313407963,-0.540724994,0.40667409,-0.270357061,-0.953011688,-0.546058737,0.943639349
mazda,diesel,std,four,sedan,rwd,front,1.02269728,0.077250287,0.089812263,0.276966873,0.278074177,ohc,cuatro-o-menos,0.191550648,idi,0.346277971,1.217840475,2.992540189,-0.805954106,-1.946673052,0.885740275,1.20076115,0.9505449
mercedes-benz,diesel,turbo,four,sedan,rwd,front,1.871696809,1.36918108,2.052460954,1.138485939,1.84716611,ohc,cinco-seis,1.431322726,idi,0.895429471,1.217840475,2.866352147,0.482463353,-1.632363804,-0.493323697,-0.837195385,1.605366962
mercedes-benz,diesel,turbo,four,wagon,rwd,front,1.871696809,1.36918108,2.052460954,2.041029723,2.299603661,ohc,cinco-seis,1.431322726,idi,0.895429471,1.217840475,2.866352147,0.482463353,-1.632363804,-0.493323697,-0.837195385,1.803558558
mercedes-benz,diesel,turbo,two,hardtop,rwd,front,1.322344173,1.09291915,2.052460954,0.48209046,1.808660786,ohc,cinco-seis,1.431322726,idi,0.895429471,1.217840475,2.866352147,0.482463353,-1.632363804,-0.493323697,-0.837195385,1.798515981
mercedes-benz,diesel,turbo,four,sedan,rwd,front,2.803931586,2.319847135,2.706677184,1.056436505,2.338108984,ohc,cinco-seis,1.431322726,idi,0.895429471,1.217840475,2.866352147,0.482463353,-1.632363804,-0.493323697,-0.837195385,2.025119298
mercedes-benz,gas,std,four,sedan,rwd,front,2.803931586,2.319847135,2.706677184,1.138485939,2.280350999,ohcv,ocho-doce,2.721697745,mpfi,0.456108271,-0.504814017,-0.465012169,1.29088215,-0.794205808,-1.412699679,-1.856173652,2.180422154
mercedes-benz,gas,std,two,convertible,rwd,front,-0.359007835,0.507893885,2.145920415,-1.199922955,2.174461359,ohcv,ocho-doce,2.721697745,mpfi,0.456108271,-0.504814017,-0.465012169,1.29088215,-0.794205808,-1.412699679,-1.856173652,2.230191976
mercedes-benz,gas,std,four,sedan,rwd,front,3.686225214,2.766741435,2.706677184,1.220535374,2.588393587,ohcv,ocho-doce,3.885565409,mpfi,1.700851672,0.29271121,-0.540724994,2.023511686,-1.318054555,-1.71915834,-2.1473103,2.537731253
mercedes-benz,gas,std,two,hardtop,rwd,front,2.204637801,2.043585205,2.846866376,0.687214047,2.232219345,ohcv,ocho-doce,3.885565409,mpfi,1.700851672,0.29271121,-0.540724994,2.023511686,-1.318054555,-1.71915834,-2.1473103,2.741077952
mercury,gas,turbo,two,hatchback,rwd,front,0.656462189,0.353512218,0.977677147,0.441065743,0.682380073,ohc,cuatro-o-menos,0.343359474,mpfi,1.627631472,-0.441011999,-0.540724994,1.796143899,-0.270357061,-0.953011688,-0.982763709,0.741578416
mitsubishi,gas,std,two,hatchback,fwd,front,-0.841772273,-1.360936822,-0.70459316,-1.199922955,-1.227483973,ohc,cuatro-o-menos,-0.871111132,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,1.805116257,1.491897797,-1.469756651
mitsubishi,gas,std,two,hatchback,fwd,front,-0.841772273,-1.360936822,-0.70459316,-1.199922955,-1.177427052,ohc,cuatro-o-menos,-0.871111132,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,0.885740275,1.055192826,-1.196272143
mitsubishi,gas,std,two,hatchback,fwd,front,-0.841772273,-1.360936822,-0.70459316,-1.199922955,-1.061911082,ohc,cuatro-o-menos,-0.871111132,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,0.885740275,1.055192826,-1.04868335
mitsubishi,gas,turbo,two,hatchback,fwd,front,-0.95830162,-1.360936822,-0.984971544,-1.199922955,-0.790448551,ohc,cuatro-o-menos,-0.719302306,spdi,-1.118126031,0.420315247,-0.641675428,-0.048061483,0.777340434,-0.186865037,-0.109353765,-0.767478947
mitsubishi,gas,turbo,two,hatchback,fwd,front,-0.408948984,-0.085256731,-0.237295852,-1.774269,-0.357263661,ohc,cuatro-o-menos,-0.415684655,spdi,-0.60558463,0.643622311,-0.666913037,0.305621741,0.777340434,-0.340094367,-0.109353765,-0.25635467
mitsubishi,gas,std,two,hatchback,fwd,front,-0.408948984,-0.085256731,-0.237295852,-1.774269,-0.438124841,ohc,cuatro-o-menos,-0.112067003,2bbl,0.05339717,0.643622311,-0.414536952,-0.401744707,-0.270357061,-0.033635707,0.181782883,-0.569582332
mitsubishi,gas,turbo,two,hatchback,fwd,front,-0.475537182,-0.069006029,0.183271724,-1.44607126,0.534134578,ohc,cuatro-o-menos,0.74818301,spdi,0.895429471,1.919662675,-0.793101079,1.038251276,-0.270357061,-0.953011688,-0.982763709,0.212947137
mitsubishi,gas,turbo,two,hatchback,fwd,front,-0.475537182,-0.069006029,0.183271724,-1.44607126,0.703558001,ohc,cuatro-o-menos,0.74818301,spdi,0.932039571,1.919662675,-0.793101079,1.038251276,-0.270357061,-0.953011688,-0.982763709,0.535569163
mitsubishi,gas,turbo,two,hatchback,fwd,front,-0.475537182,-0.069006029,0.183271724,-1.44607126,0.713184332,ohc,cuatro-o-menos,0.74818301,spdi,0.932039571,1.919662675,-0.793101079,1.038251276,-0.270357061,-0.953011688,-0.982763709,0.484416873
mitsubishi,gas,std,four,sedan,fwd,front,-0.408948984,-0.134008836,-0.237295852,-0.871725216,-0.366889992,ohc,cuatro-o-menos,-0.112067003,2bbl,0.05339717,0.643622311,-0.414536952,-0.401744707,-0.270357061,-0.033635707,0.181782883,-0.956080137
mitsubishi,gas,std,four,sedan,fwd,front,-0.408948984,-0.134008836,-0.237295852,-0.871725216,-0.289879345,ohc,cuatro-o-menos,-0.112067003,2bbl,0.05339717,0.643622311,-0.414536952,-0.401744707,-0.270357061,-0.033635707,0.181782883,-0.642998391
mitsubishi,gas,turbo,four,sedan,fwd,front,-0.408948984,-0.134008836,-0.237295852,-0.871725216,-0.293729878,ohc,cuatro-o-menos,-0.415684655,spdi,-0.60558463,0.643622311,-0.666913037,0.305621741,0.777340434,-0.340094367,-0.109353765,-0.396092391
mitsubishi,gas,std,four,sedan,fwd,front,-0.408948984,-0.134008836,-0.237295852,-0.871725216,-0.293729878,ohc,cuatro-o-menos,-0.415684655,spdi,-0.60558463,0.643622311,-0.666913037,0.305621741,0.777340434,-0.340094367,-0.109353765,-0.396092391
nissan,gas,std,two,sedan,fwd,front,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.283316692,ohc,cuatro-o-menos,-0.744603777,2bbl,-0.67880483,0.101305156,-0.187398476,-0.881743369,0.148721937,0.885740275,0.909624502,-1.429831823
nissan,diesel,std,two,sedan,fwd,front,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.036882621,ohc,cuatro-o-menos,-0.592794951,idi,-1.264566431,0.67552332,2.967302581,-1.235426593,-0.689436059,3.030950899,2.802012712,-0.925224404
nissan,gas,std,two,sedan,fwd,front,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.227483973,ohc,cuatro-o-menos,-0.744603777,2bbl,-0.67880483,0.101305156,-0.187398476,-0.881743369,0.148721937,0.885740275,0.909624502,-1.054617726
nissan,gas,std,four,sedan,fwd,front,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.188978649,ohc,cuatro-o-menos,-0.744603777,2bbl,-0.67880483,0.101305156,-0.187398476,-0.881743369,0.148721937,0.885740275,0.909624502,-0.996061098
nissan,gas,std,four,wagon,fwd,front,-0.708595876,-0.312766556,-0.984971544,-0.092255584,-1.023405758,ohc,cuatro-o-menos,-0.744603777,2bbl,-0.67880483,0.101305156,-0.187398476,-0.881743369,0.148721937,0.885740275,0.909624502,-0.856839645
nissan,gas,std,two,sedan,fwd,front,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.163950189,ohc,cuatro-o-menos,-0.744603777,2bbl,-0.67880483,0.101305156,-0.187398476,-0.881743369,0.148721937,0.885740275,0.909624502,-0.870328561
nissan,gas,std,two,hatchback,fwd,front,-0.708595876,-0.686532697,-0.984971544,-0.174305019,-1.015704693,ohc,cuatro-o-menos,-0.744603777,2bbl,-0.67880483,0.101305156,-0.187398476,-0.881743369,0.148721937,0.885740275,0.909624502,-0.739412441
nissan,gas,std,four,sedan,fwd,front,-0.708595876,-0.71090875,-0.984971544,0.31799159,-1.125444865,ohc,cuatro-o-menos,-0.744603777,2bbl,-0.67880483,0.101305156,-0.187398476,-0.881743369,0.148721937,0.885740275,0.909624502,-0.816916773
nissan,gas,std,four,wagon,fwd,front,-0.708595876,-0.312766556,-0.984971544,-0.092255584,-0.998377298,ohc,cuatro-o-menos,-0.744603777,2bbl,-0.67880483,0.101305156,-0.187398476,-0.881743369,0.148721937,0.885740275,0.909624502,-0.689381947
nissan,gas,std,two,hardtop,fwd,front,-0.608713579,-0.946543926,-0.984971544,-0.174305019,-1.054210017,ohc,cuatro-o-menos,-0.744603777,2bbl,-0.67880483,0.101305156,-0.187398476,-0.881743369,0.148721937,0.885740275,0.909624502,-0.628574318
nissan,gas,std,four,hatchback,fwd,front,-0.259125538,-0.052755327,-0.330755314,0.400041025,-0.445825905,ohc,cuatro-o-menos,-0.162669945,2bbl,-0.01982303,0.67552332,-0.414536952,-0.174376921,0.148721937,0.272822954,0.47291953,-0.467641804
nissan,gas,std,four,sedan,fwd,front,-0.259125538,-0.052755327,-0.330755314,0.400041025,-0.488181761,ohc,cuatro-o-menos,-0.162669945,2bbl,-0.01982303,0.67552332,-0.414536952,-0.174376921,0.148721937,0.272822954,0.47291953,-0.339419803
nissan,gas,std,four,sedan,fwd,front,0.273580049,0.621648797,0.276731186,0.564139895,1.038554316,ohcv,cinco-seis,1.380719784,mpfi,0.346277971,0.037503138,-0.28834891,1.215092888,0.148721937,-1.259470349,-1.273900356,0.34457789
nissan,gas,std,four,wagon,fwd,front,0.273580049,0.857283974,0.276731186,0.97438707,1.425532817,ohcv,cinco-seis,1.380719784,mpfi,0.346277971,0.037503138,-0.28834891,1.215092888,0.148721937,-1.259470349,-1.273900356,0.472105397
